state_dcid,state_name,city_dcid,city_name
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q588625,Amalapuram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q589133,Anakapalle
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q59018,Kakinada
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q61434,Nellore
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q633274,Bapatla
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q6425460,Kodumur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q6426291,Koilkuntla
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q65665421,Addanki
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q671757,Srikakulam
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q6963320,Nandi Kotkur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q7158997,Pedanandipadu
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q719838,Venkatagiri
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q7198866,Pichatur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q720891,Ponnur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q721277,Ramachandrapuram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q749108,Nagarjunakonda
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q757853,Bhimavaram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q760056,Hindupur
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q760144,Ananthapuram
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q845662,Machilipatnam
wikidataId/Q1159,Andhra Pradesh,wikidataId/Q861841,Bobbili
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q13221,Tezu
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q14231494,Rupa
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q24951907,Kaho
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q25247765,Pangin
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q2729438,Koloriang
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q41128,Itanagar
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q6400755,Kharsang
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q6962040,Nampong
wikidataId/Q1162,Arunachal Pradesh,wikidataId/Q70295360,Taksing
wikidataId/Q1164,Assam,wikidataId/Q111184029,Gaurisagar
wikidataId/Q1164,Assam,wikidataId/Q1266637,Dibrugarh
wikidataId/Q1164,Assam,wikidataId/Q1284453,Sivasagar
wikidataId/Q1164,Assam,wikidataId/Q16056717,Tingkhong
wikidataId/Q1164,Assam,wikidataId/Q1708160,Golaghat
wikidataId/Q1164,Assam,wikidataId/Q18111492,"Dadara, Kamrup"
wikidataId/Q1164,Assam,wikidataId/Q199605,Guwahati
wikidataId/Q1164,Assam,wikidataId/Q2249428,Tinsukia
wikidataId/Q1164,Assam,wikidataId/Q24927936,Dakhala
wikidataId/Q1164,Assam,wikidataId/Q24927939,Darkuchi
wikidataId/Q1164,Assam,wikidataId/Q24943594,Dimow Chariali
wikidataId/Q1164,Assam,wikidataId/Q271911,Dispur
wikidataId/Q1164,Assam,wikidataId/Q279871,Gauripur
wikidataId/Q1164,Assam,wikidataId/Q28153823,Algapur
wikidataId/Q1164,Assam,wikidataId/Q28169357,Sonai
wikidataId/Q1164,Assam,wikidataId/Q28419445,Agchia
wikidataId/Q1164,Assam,wikidataId/Q48724100,Udharbond
wikidataId/Q1164,Assam,wikidataId/Q48726625,Dullabcherra
wikidataId/Q1164,Assam,wikidataId/Q6271960,Jonai
wikidataId/Q1164,Assam,wikidataId/Q7380188,Rupai Siding
wikidataId/Q1165,Bihar,wikidataId/Q1136189,Darbhanga
wikidataId/Q1165,Bihar,wikidataId/Q11917849,Dumaria
wikidataId/Q1165,Bihar,wikidataId/Q1453196,Muzaffarpur
wikidataId/Q1165,Bihar,wikidataId/Q15201836,Bodhgaya inscription of Mahanaman
wikidataId/Q1165,Bihar,wikidataId/Q15229230,Jale
wikidataId/Q1165,Bihar,wikidataId/Q1771762,Purnia
wikidataId/Q1165,Bihar,wikidataId/Q1774606,Motihari
wikidataId/Q1165,Bihar,wikidataId/Q19342632,Rohtas
wikidataId/Q1165,Bihar,wikidataId/Q1949375,Kishanganj
wikidataId/Q1165,Bihar,wikidataId/Q1949403,Hajipur
wikidataId/Q1165,Bihar,wikidataId/Q1949410,Sasaram
wikidataId/Q1165,Bihar,wikidataId/Q1949422,Saharsa
wikidataId/Q1165,Bihar,wikidataId/Q2087576,Raxaul
wikidataId/Q1165,Bihar,wikidataId/Q2234098,Siwan
wikidataId/Q1165,Bihar,wikidataId/Q2286929,Jogbani
wikidataId/Q1165,Bihar,wikidataId/Q22997102,Bagha Kusmar
wikidataId/Q1165,Bihar,wikidataId/Q2360633,Sitamarhi
wikidataId/Q1165,Bihar,wikidataId/Q2453472,Nabinagar
wikidataId/Q1165,Bihar,wikidataId/Q24906625,Athmalgola
wikidataId/Q1165,Bihar,wikidataId/Q24952318,Dulhin Bazar
wikidataId/Q1165,Bihar,wikidataId/Q251329,Gaya
wikidataId/Q1165,Bihar,wikidataId/Q25212265,Dagarua
wikidataId/Q1165,Bihar,wikidataId/Q2734910,Hilsa
wikidataId/Q1165,Bihar,wikidataId/Q27910419,Durgawati
wikidataId/Q1165,Bihar,wikidataId/Q30602136,Shikarpur
wikidataId/Q1165,Bihar,wikidataId/Q3630833,Kesaria
wikidataId/Q1165,Bihar,wikidataId/Q389755,Pataliputra
wikidataId/Q1165,Bihar,wikidataId/Q4901787,"Bhimnagar, Supaul"
wikidataId/Q1165,Bihar,wikidataId/Q5518518,Galgalia
wikidataId/Q1165,Bihar,wikidataId/Q57231093,Rohtas
wikidataId/Q1165,Bihar,wikidataId/Q588587,Arrah
wikidataId/Q1165,Bihar,wikidataId/Q59213804,Deo Town
wikidataId/Q1165,Bihar,wikidataId/Q598985,Begusarai
wikidataId/Q1165,Bihar,wikidataId/Q622827,Bairgania
wikidataId/Q1165,Bihar,wikidataId/Q62866867,Deo
wikidataId/Q1165,Bihar,wikidataId/Q6444198,Kunauli
wikidataId/Q1165,Bihar,wikidataId/Q744260,Jainagar
wikidataId/Q1165,Bihar,wikidataId/Q760714,Bhagalpur
wikidataId/Q1165,Bihar,wikidataId/Q7646930,Sursand
wikidataId/Q1165,Bihar,wikidataId/Q80484,Patna
wikidataId/Q1165,Bihar,wikidataId/Q863683,Rajgir
wikidataId/Q1168,Chhattisgarh,wikidataId/Q1006363,Jagdalpur
wikidataId/Q1168,Chhattisgarh,wikidataId/Q1190907,Chirmiri
wikidataId/Q1168,Chhattisgarh,wikidataId/Q1229388,Sukma
wikidataId/Q1168,Chhattisgarh,wikidataId/Q18350183,Adbhar
wikidataId/Q1168,Chhattisgarh,wikidataId/Q2008189,Korba
wikidataId/Q1168,Chhattisgarh,wikidataId/Q2120445,Kharod
wikidataId/Q1168,Chhattisgarh,wikidataId/Q22132450,Setganga
wikidataId/Q1168,Chhattisgarh,wikidataId/Q242144,Bhilai
wikidataId/Q1168,Chhattisgarh,wikidataId/Q2560555,Mowa
wikidataId/Q1168,Chhattisgarh,wikidataId/Q3634114,Janjgir
wikidataId/Q1168,Chhattisgarh,wikidataId/Q372773,Raipur
wikidataId/Q1168,Chhattisgarh,wikidataId/Q3921198,Dantewada
wikidataId/Q1168,Chhattisgarh,wikidataId/Q6743236,Malhar
wikidataId/Q1168,Chhattisgarh,wikidataId/Q6983051,Atal Nagar-Nava Raipur
wikidataId/Q1168,Chhattisgarh,wikidataId/Q720204,Ratanpur
wikidataId/Q1168,Chhattisgarh,wikidataId/Q7286150,Rajim
wikidataId/Q1168,Chhattisgarh,wikidataId/Q7530598,Sirpur
wikidataId/Q1168,Chhattisgarh,wikidataId/Q860452,Bilaspur
wikidataId/Q1168,Chhattisgarh,wikidataId/Q956602,Durg
wikidataId/Q1171,Goa,wikidataId/Q14223122,Loutulim
wikidataId/Q1171,Goa,wikidataId/Q214681,Panaji
wikidataId/Q1171,Goa,wikidataId/Q5029212,Canacona
wikidataId/Q1171,Goa,wikidataId/Q7919021,Velim
wikidataId/Q1174,Haryana,wikidataId/Q14206683,Bhondsi
wikidataId/Q1174,Haryana,wikidataId/Q1453180,Rohtak
wikidataId/Q1174,Haryana,wikidataId/Q17055090,Hisar Urban Agglomeration
wikidataId/Q1174,Haryana,wikidataId/Q17077319,Nangal Choudhary
wikidataId/Q1174,Haryana,wikidataId/Q1709688,Haileymandi
wikidataId/Q1174,Haryana,wikidataId/Q1772825,Hisar
wikidataId/Q1174,Haryana,wikidataId/Q1807929,Yamunanagar
wikidataId/Q1174,Haryana,wikidataId/Q200663,Faridabad
wikidataId/Q1174,Haryana,wikidataId/Q238508,Gurgaon
wikidataId/Q1174,Haryana,wikidataId/Q24906131,Nissing
wikidataId/Q1174,Haryana,wikidataId/Q24908150,Badhra
wikidataId/Q1174,Haryana,wikidataId/Q24951933,Adampur
wikidataId/Q1174,Haryana,wikidataId/Q24952263,Mullana
wikidataId/Q1174,Haryana,wikidataId/Q29652468,Shahzadpur
wikidataId/Q1174,Haryana,wikidataId/Q30624191,Thana Khurd
wikidataId/Q1174,Haryana,wikidataId/Q41561,Sonipat
wikidataId/Q1174,Haryana,wikidataId/Q456624,Ambala
wikidataId/Q1174,Haryana,wikidataId/Q55615927,Khizri
wikidataId/Q1174,Haryana,wikidataId/Q796669,Bhiwani
wikidataId/Q1174,Haryana,wikidataId/Q888946,Charkhi Dadri
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q1026898,Naina Devi
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q14219787,Sarkidhar
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q186182,Dharamshala
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q2295877,Palampur
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q2391202,Nurpur
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q24927883,Kasumpati
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q24945277,Bharwain
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q25110526,Nawar Valley
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q27961958,Barsar
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q28173862,Bhoranj
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q28173952,Raipur Maidan
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q30622001,Bhaba Nagar
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q30637181,"Bassa, Chamba"
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q30637486,Haroli Tehsil
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q30642887,Bangana town
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q3200369,Kumharsain
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q462766,Solan
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q48725693,Kotli
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q4901297,Bharmour
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q55640163,Jol Bangana
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q56936798,Udaipur
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q7228488,Poo
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q7418032,Sangla
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q83398,Barog
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q83442,Kullu
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q83443,Manali
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q83473,Manikaran
wikidataId/Q1177,Himachal Pradesh,wikidataId/Q83786,Shimla
wikidataId/Q1184,Jharkhand,wikidataId/Q106741541,"Sijua, Bokaro"
wikidataId/Q1184,Jharkhand,wikidataId/Q108822343,Irba
wikidataId/Q1184,Jharkhand,wikidataId/Q1192453,Deoghar
wikidataId/Q1184,Jharkhand,wikidataId/Q174461,Ranchi
wikidataId/Q1184,Jharkhand,wikidataId/Q200054,Jamshedpur
wikidataId/Q1184,Jharkhand,wikidataId/Q2355927,Rajmahal
wikidataId/Q1184,Jharkhand,wikidataId/Q244159,Dhanbad
wikidataId/Q1184,Jharkhand,wikidataId/Q2594860,Jamtara
wikidataId/Q1184,Jharkhand,wikidataId/Q278913,Chakradharpur
wikidataId/Q1184,Jharkhand,wikidataId/Q30591336,Lakshipur
wikidataId/Q1184,Jharkhand,wikidataId/Q31213671,Poraiyahat
wikidataId/Q1184,Jharkhand,wikidataId/Q490645,Adityapur
wikidataId/Q1184,Jharkhand,wikidataId/Q5521845,Garabasa
wikidataId/Q1184,Jharkhand,wikidataId/Q55603777,Ambapani
wikidataId/Q1184,Jharkhand,wikidataId/Q55641469,Pokla
wikidataId/Q1184,Jharkhand,wikidataId/Q614401,Khunti
wikidataId/Q1185,Karnataka,wikidataId/Q1006277,Mandya
wikidataId/Q1185,Karnataka,wikidataId/Q10086,Mysore
wikidataId/Q1185,Karnataka,wikidataId/Q1013556,Halebidu
wikidataId/Q1185,Karnataka,wikidataId/Q1023689,Chikkaballapur
wikidataId/Q1185,Karnataka,wikidataId/Q1026193,Shravanabelagola
wikidataId/Q1185,Karnataka,wikidataId/Q126418761,Munirabad Project Area
wikidataId/Q1185,Karnataka,wikidataId/Q127041,Mangaluru
wikidataId/Q1185,Karnataka,wikidataId/Q1355,Bengaluru
wikidataId/Q1185,Karnataka,wikidataId/Q14227687,Nuggehalli
wikidataId/Q1185,Karnataka,wikidataId/Q15226691,Hulkoti
wikidataId/Q1185,Karnataka,wikidataId/Q15277648,Sidlaphadi
wikidataId/Q1185,Karnataka,wikidataId/Q1531304,Basavanagudi
wikidataId/Q1185,Karnataka,wikidataId/Q15717415,Kikkeri
wikidataId/Q1185,Karnataka,wikidataId/Q2222560,Halasi
wikidataId/Q1185,Karnataka,wikidataId/Q2427885,Banavasi
wikidataId/Q1185,Karnataka,wikidataId/Q24943409,Tubagere
wikidataId/Q1185,Karnataka,wikidataId/Q24943469,Shurpali
wikidataId/Q1185,Karnataka,wikidataId/Q270176,Belgaum
wikidataId/Q1185,Karnataka,wikidataId/Q2887927,Somanathapura
wikidataId/Q1185,Karnataka,wikidataId/Q30716479,Sindhagatta
wikidataId/Q1185,Karnataka,wikidataId/Q33412,Hubballi
wikidataId/Q1185,Karnataka,wikidataId/Q33414,Hosapete
wikidataId/Q1185,Karnataka,wikidataId/Q3595139,Hooli
wikidataId/Q1185,Karnataka,wikidataId/Q3636023,Vijayapura
wikidataId/Q1185,Karnataka,wikidataId/Q37112,Kalaburagi
wikidataId/Q1185,Karnataka,wikidataId/Q3812660,Kamalapura
wikidataId/Q1185,Karnataka,wikidataId/Q429063,Bellary
wikidataId/Q1185,Karnataka,wikidataId/Q4691274,"Agara, Bangalore"
wikidataId/Q1185,Karnataka,wikidataId/Q47264,Hassan
wikidataId/Q1185,Karnataka,wikidataId/Q4801570,Hebbal
wikidataId/Q1185,Karnataka,wikidataId/Q4801619,Hulimavu
wikidataId/Q1185,Karnataka,wikidataId/Q48727106,Hampi
wikidataId/Q1185,Karnataka,wikidataId/Q4880636,Begur
wikidataId/Q1185,Karnataka,wikidataId/Q5003904,Byadagi chilli
wikidataId/Q1185,Karnataka,wikidataId/Q5102349,Chitrapur
wikidataId/Q1185,Karnataka,wikidataId/Q519486,Davangere
wikidataId/Q1185,Karnataka,wikidataId/Q5321082,Whitefield
wikidataId/Q1185,Karnataka,wikidataId/Q5383113,Vidyaranyapura
wikidataId/Q1185,Karnataka,wikidataId/Q5675596,Harugeri
wikidataId/Q1185,Karnataka,wikidataId/Q584295,Udupi
wikidataId/Q1185,Karnataka,wikidataId/Q6031819,Ingaleshwara
wikidataId/Q1185,Karnataka,wikidataId/Q6180456,Jeppu
wikidataId/Q1185,Karnataka,wikidataId/Q6414110,Kinnigoli
wikidataId/Q1185,Karnataka,wikidataId/Q727181,Kolar
wikidataId/Q1185,Karnataka,wikidataId/Q760603,Belur
wikidataId/Q1185,Karnataka,wikidataId/Q886632,Channarayapatna
wikidataId/Q1185,Karnataka,wikidataId/Q920387,Gauribidanur
wikidataId/Q1185,Karnataka,wikidataId/Q980917,Chikkamagaluru
wikidataId/Q1186,Kerala,wikidataId/Q1006240,Palakkad
wikidataId/Q1186,Kerala,wikidataId/Q1006282,Kodungallur
wikidataId/Q1186,Kerala,wikidataId/Q1025124,Munnar
wikidataId/Q1186,Kerala,wikidataId/Q1025266,Pathanamthitta
wikidataId/Q1186,Kerala,wikidataId/Q1025278,Painavu
wikidataId/Q1186,Kerala,wikidataId/Q12064134,Nileshwaram
wikidataId/Q1186,Kerala,wikidataId/Q13111364,Kuruva Gramapanchayath
wikidataId/Q1186,Kerala,wikidataId/Q13564526,Patturaikkal
wikidataId/Q1186,Kerala,wikidataId/Q15265958,Perambra
wikidataId/Q1186,Kerala,wikidataId/Q16133752,Panchalimedu
wikidataId/Q1186,Kerala,wikidataId/Q16134585,"Jagannath Temple, Thalassery"
wikidataId/Q1186,Kerala,wikidataId/Q163798,Thrissur
wikidataId/Q1186,Kerala,wikidataId/Q167715,Thiruvananthapuram
wikidataId/Q1186,Kerala,wikidataId/Q17071930,Manjaly
wikidataId/Q1186,Kerala,wikidataId/Q17479902,Kamaleswaram
wikidataId/Q1186,Kerala,wikidataId/Q1800,Kochi
wikidataId/Q1186,Kerala,wikidataId/Q18109902,Attakulangara
wikidataId/Q1186,Kerala,wikidataId/Q18126504,Kallattumukku
wikidataId/Q1186,Kerala,wikidataId/Q18126948,Kovoor Town
wikidataId/Q1186,Kerala,wikidataId/Q18129343,Perunthanni
wikidataId/Q1186,Kerala,wikidataId/Q18357831,Vadookara
wikidataId/Q1186,Kerala,wikidataId/Q1939468,Paravur
wikidataId/Q1186,Kerala,wikidataId/Q20164600,"Mulleria, Kasaragod"
wikidataId/Q1186,Kerala,wikidataId/Q2104049,Poonthura
wikidataId/Q1186,Kerala,wikidataId/Q2336443,Tiruvalla
wikidataId/Q1186,Kerala,wikidataId/Q2475675,Kalamassery
wikidataId/Q1186,Kerala,wikidataId/Q24892780,"Perayam, Thiruvananthapuram"
wikidataId/Q1186,Kerala,wikidataId/Q24906390,"Perla, Kasaragod"
wikidataId/Q1186,Kerala,wikidataId/Q24943044,Valluvambram Junction
wikidataId/Q1186,Kerala,wikidataId/Q24944478,Kasaragod North
wikidataId/Q1186,Kerala,wikidataId/Q24948631,"Vidyanagar, Kasaragod"
wikidataId/Q1186,Kerala,wikidataId/Q24951930,Alampady
wikidataId/Q1186,Kerala,wikidataId/Q24952218,Soordelu Hill Station
wikidataId/Q1186,Kerala,wikidataId/Q25247911,Adat
wikidataId/Q1186,Kerala,wikidataId/Q2568304,Ottapalam
wikidataId/Q1186,Kerala,wikidataId/Q28173946,Aikkarappadi
wikidataId/Q1186,Kerala,wikidataId/Q28729,Kozhikode
wikidataId/Q1186,Kerala,wikidataId/Q321475,Kollam
wikidataId/Q1186,Kerala,wikidataId/Q3595582,North Paravur
wikidataId/Q1186,Kerala,wikidataId/Q3595848,Valluvanad
wikidataId/Q1186,Kerala,wikidataId/Q40738257,Thiruvallam
wikidataId/Q1186,Kerala,wikidataId/Q4761912,Angadipuram Laterite
wikidataId/Q1186,Kerala,wikidataId/Q48732015,Poolakutty
wikidataId/Q1186,Kerala,wikidataId/Q5086980,Charummood
wikidataId/Q1186,Kerala,wikidataId/Q530464,Angamaly
wikidataId/Q1186,Kerala,wikidataId/Q55607159,Chattanchal
wikidataId/Q1186,Kerala,wikidataId/Q5600503,Greater Cochin
wikidataId/Q1186,Kerala,wikidataId/Q6447388,Kurumbakkavu Bhagavathy Temple Edathala
wikidataId/Q1186,Kerala,wikidataId/Q6734209,Mahlkot
wikidataId/Q1186,Kerala,wikidataId/Q6746587,Manacaud
wikidataId/Q1186,Kerala,wikidataId/Q6750745,Mannanthala
wikidataId/Q1186,Kerala,wikidataId/Q6778020,Marutha
wikidataId/Q1186,Kerala,wikidataId/Q6798530,Mazhuvannur Maha Siva Kshethram
wikidataId/Q1186,Kerala,wikidataId/Q7136008,Parassala
wikidataId/Q1186,Kerala,wikidataId/Q7144693,Pathanapuram
wikidataId/Q1186,Kerala,wikidataId/Q720128,Nenmanikkara
wikidataId/Q1186,Kerala,wikidataId/Q7228533,Poojappura
wikidataId/Q1186,Kerala,wikidataId/Q7259587,Pulpally
wikidataId/Q1186,Kerala,wikidataId/Q7262267,Puthupparamb
wikidataId/Q1186,Kerala,wikidataId/Q738187,Sultan Bathery
wikidataId/Q1186,Kerala,wikidataId/Q7911651,Valiathura
wikidataId/Q1186,Kerala,wikidataId/Q7917623,Vazhuthacaud
wikidataId/Q1186,Kerala,wikidataId/Q7919892,Venganoor
wikidataId/Q1186,Kerala,wikidataId/Q7923838,Vettuthura
wikidataId/Q1186,Kerala,wikidataId/Q861830,Chalakudy
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q1000495,Rewa
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q104804912,Khajwa
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q1071519,Chhatarpur
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q108760378,Chicholi
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q12442470,Betul
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q15235969,Khajuraho Hanuman inscription
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q158467,Gwalior
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q1637471,Vidisha
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q1656981,Garhi-Malhara
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q16891715,Gogawan
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q1922275,Mandsaur
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q200119,Ujjain
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q2008051,Jaithari
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q200878,Jabalpur
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q23043347,Alipura
wikidataId/Q1188,Madhya Pradesh,wikidataId/Q24887654,Semri Harchand
